experiment,overall_mse,overall_mae,event_mse,zero_mse,rule_score,overall_mse_delta,event_mse_reduction,accepted_by_guardrail,path
ettm1_guarded_longtail_finetune,0.3059435486793518,0.34844642877578735,0.582882593548442,0.582882593548442,0.5893554834390948,-0.003541170253781603,0.061922200631859145,True,results\long_term_forecast_DLinear_ETTm1_ftM_sl336_ll48_pl96_ettm1_guarded_longtail_finetune_0
ettm1_longtail_medium_weights,0.31791990995407104,0.35925406217575073,0.5540321592300228,0.5540321592300228,0.5979950686894918,0.03546586549493489,0.10835342406483084,True,results\long_term_forecast_DLinear_ETTm1_ftM_sl336_ll48_pl96_ettm1_longtail_medium_weights_0
