Pred Len,Selected Epoch,Selected Reason,Learning Rate,Event Weight,Use Peak Shape Loss,Baseline Overall MSE,Loss Expert Overall MSE,Gated Overall MSE,Baseline Event MSE,Loss Expert Event MSE,Gated Event MSE,Event Points,Gated Overall Delta %,Gated Event Reduction %,Notes
336,9,guarded_event_mse,0.000001,1.0,0,0.371104896068573,0.37090498208999634,0.3710764944553375,0.071749886737037,0.03809516323247515,0.03809516323247515,22176,-0.007653257484974158,46.90561202961373,"Strict run: validation checkpoint satisfies baseline +3% guardrail; event_weight=1.0 and peak_shape disabled."
720,1,guarded_event_mse,0.0000005,1.0,0,0.4319831132888794,0.42719435691833496,0.43194490671157837,0.21341172549053802,0.16958698311233805,0.16958698311233805,47520,-0.008844460842494916,20.53530202122986,"Strict run: validation checkpoint satisfies baseline +3% guardrail; event_weight=1.0 and peak_shape disabled."
