Experiment,Overall MSE,Overall MAE,Event MSE,Zero MSE,Rule Score,Overall Delta vs Baseline,Event Reduction vs Baseline,Mean Event Gate,Mean Non-event Gate,Notes,Path
ettm1_intervention_dataset_aware_loss,0.3663480877876282,0.38734644651412964,0.4488643767341387,0.4488643767341387,0.6130116472076558,0.1931965501884832,0.2776080270674289,0.0,0.0,dataset_aware_loss,results\long_term_forecast_DLinear_ETTm1_ftM_sl336_ll48_pl96_ettm1_intervention_dataset_aware_loss_0
ettm1_intervention_hard_intervention_oracle,0.35081472992897034,0.3710794150829315,3.236338297525791,3.236338297525791,0.424819714141713,0.1426043685239837,-4.208488196004982,0.0,0.0,oracle_like_hard_intervention,results\long_term_forecast_DLinear_ETTm1_ftM_sl336_ll48_pl96_ettm1_intervention_hard_intervention_oracle_0
ettm1_intervention_intermediate,0.30139636993408203,0.34539228677749634,0.7057756090920522,0.7057756090920522,0.6296838177454944,-0.01835134170769009,-0.13585898352917325,0.019758854110896628,0.2061171310714611,intermediate_intervention,results\long_term_forecast_DLinear_ETTm1_ftM_sl336_ll48_pl96_ettm1_intervention_intermediate_0
ettm1_intervention_intermediate_plus_event_loss,0.308224081993103,0.34848102927207947,0.8047673664395147,0.8047673664395147,0.6327728952921737,0.0038865319050878622,-0.2951740341344289,0.026001909381447346,0.37318755205566856,"intermediate_intervention, dataset_aware_loss",results\long_term_forecast_DLinear_ETTm1_ftM_sl336_ll48_pl96_ettm1_intervention_intermediate_plus_event_loss_0
ettm1_intervention_intermediate_plus_event_loss_plus_reg,0.3080531060695648,0.3502469062805176,0.7236697484575952,0.7236697484575952,0.6435145568670714,0.0033296629355701536,-0.1646573986189531,0.02680597833355796,0.01124541419588795,"intermediate_intervention, dataset_aware_loss, intervention_reg",results\long_term_forecast_DLinear_ETTm1_ftM_sl336_ll48_pl96_ettm1_intervention_intermediate_plus_event_loss_plus_reg_0
ettm1_intervention_intermediate_scale01_plus_event_loss_plus_reg,0.30782708525657654,0.3490358889102936,0.7904867747472726,0.7904867747472726,0.5942680211576672,0.0025935126366644005,-0.2721911793080733,0.02039637287819277,0.0014697447308747269,"intermediate_intervention, dataset_aware_loss, intervention_reg",results\long_term_forecast_DLinear_ETTm1_ftM_sl336_ll48_pl96_ettm1_intervention_intermediate_scale01_plus_event_loss_plus_reg_0
ettm1_intervention_output_rule_adapter,0.36563536524772644,0.4042348861694336,0.5890002780489995,0.5890002780489995,0.6270905347333349,0.19087521126465262,0.052076540327311696,0.0,0.0,output_rule_adapter,results\long_term_forecast_DLinear_ETTm1_ftM_sl336_ll48_pl96_ettm1_intervention_output_rule_adapter_0
ettm1_intervention_pure_dlinear,0.3070307970046997,0.35280048847198486,0.6213584778800362,0.6213584778800362,0.5863107006437542,0.0,0.0,0.0,0.0,pure_dlinear,results\long_term_forecast_DLinear_ETTm1_ftM_sl336_ll48_pl96_ettm1_intervention_pure_dlinear_0
